,bias,bias_std_err,tau,phi_S2S,phi_w,sigma
EAS_0.132194115000,0.026364117366490268,0.07858616603917627,0.34328651808149624,0.45783245895868474,0.4205595548553034,0.7101595124707999
EAS_0.141747416000,0.005899495896555268,0.070551282331596,0.2874668201823457,0.47288667728845496,0.42166856312791057,0.6957466201089454
EAS_0.151991108000,-0.02493177177093982,0.060126438756021285,0.21066625624871943,0.47899292448955366,0.4067988620392314,0.6627969578908159
EAS_0.162975084000,-0.02719289880662012,0.053540676661558005,0.1681570674571464,0.461103148486481,0.4001428649245287,0.6332513128529167
EAS_0.174752840000,-0.004628603535881116,0.05298258142503795,0.1804820640572277,0.43209200159763445,0.4109399866542773,0.6230160077577662
EAS_0.187381742000,-0.007987605973588854,0.05635439480995297,0.20459637451700924,0.4405785435183817,0.4151636033945243,0.6390070007893566
EAS_0.200923300000,-0.029231511586662897,0.06513187003667202,0.25069030929454156,0.4893598469474543,0.40540540243281203,0.683134123946637
EAS_0.215443469000,-0.03945477091023143,0.07488732466440669,0.30053081435293605,0.5384060302747167,0.41592247730221404,0.7437683314964605
EAS_0.231012970000,-0.07712547007120445,0.08218058195424384,0.34339390605858106,0.55695824050029,0.4261995231538751,0.7808763601979118
EAS_0.247707636000,-0.10942864685797946,0.08942924551240525,0.3853922877077986,0.5725855464085731,0.4457391540098071,0.8216232815579372
EAS_0.265608778000,-0.08391991357183774,0.09760336869904986,0.4321137591545003,0.5876820956939388,0.4930832110629196,0.8804678298961144
EAS_0.284803587000,-0.024604597013683782,0.1072343535201663,0.48407363804679593,0.6151339138501085,0.5164696684038238,0.9377941871229364
EAS_0.305385551000,0.005316997058214658,0.11166185807461151,0.50747411035806,0.6332690232573398,0.5117854221067577,0.9594185461945176
EAS_0.327454916000,0.05634232269239503,0.11251669395707813,0.5126895704561873,0.6353746420486562,0.4979614887635878,0.9563039138812811
EAS_0.351119173000,0.10536655357538315,0.11379669285244762,0.5245315664037724,0.6192272646138907,0.4978501566360293,0.9520664618910359
EAS_0.376493581000,0.13327717186326557,0.12026924245975772,0.5608273239478887,0.6306350561526363,0.501988164964645,0.9819470347731392
EAS_0.403701726000,0.15600582022233986,0.1220361649445128,0.5619780224979211,0.6685994545052938,0.518612478763932,1.0157772548473016
EAS_0.432876128000,0.1760862501821528,0.12301042559187847,0.5558451064065754,0.7149758412663435,0.5297367115220775,1.0491783544492697
EAS_0.464158883000,0.22905127344653498,0.12516403765678913,0.5584082615271267,0.754139505414314,0.5389804712350881,1.0821488476827443
EAS_0.497702356000,0.31250332518692037,0.1289730949025383,0.5804087139689573,0.7588366420442241,0.554250787897862,1.1044914035181321
EAS_0.533669923000,0.35665302833854695,0.129861367801661,0.5830118723743882,0.7700825217166664,0.5520095493423918,1.1124947083686196
EAS_0.572236766000,0.40261486310772415,0.12709188689852313,0.5658228552752519,0.7714968099079706,0.5358846134340285,1.096601636951793
EAS_0.613590727000,0.4577181487903797,0.12526471267159564,0.5582629325972072,0.7578231193482339,0.5331576334125093,1.081762656129684
EAS_0.657933225000,0.5097021749961315,0.12491525985028021,0.5563647551734382,0.7563537338351791,0.5366030853475099,1.0814599311532924
EAS_0.705480231000,0.5599893205888428,0.12302414898847956,0.534827467212929,0.7886155350675691,0.5418632670806028,1.0961617955605685
EAS_0.756463328000,0.6630637771463713,0.11943465095582963,0.5007779000517844,0.8219085927919373,0.5405506255135497,1.1038601445964917
EAS_0.811130831000,0.7801539415811564,0.11874080278406293,0.4866224094405215,0.8486504111787576,0.5463159644490404,1.1204775869134813
EAS_0.869749003000,0.8662652953924604,0.12429604531343531,0.5197994606117929,0.8615568721328157,0.5429930858495652,1.1433779840682718
EAS_0.932603347000,0.972946831754532,0.12730716270848558,0.543374286934304,0.8504068265816667,0.5440274557418272,1.1464786343403832
EAS_1.000000000000,1.1145185272578877,0.12241287596185867,0.5165088085040244,0.8323183114874958,0.55710566225684,1.1268992145787817
PGA,0.4268863375459748,0.11801874830782814,0.5275207378949345,0.7070685059412436,0.514150970148058,1.02106572810343
PGV,0.13360961838360633,0.1069838303219564,0.48551265391612514,0.6145864613015162,0.457590531984868,0.9070987545410883
CAV,0.9877358180095918,0.11867506313247907,0.5013111422245323,0.8237969639774588,0.34215123677542175,1.0232408162323738
AI,1.4886930794989655,0.2390368163145304,1.049805233193278,1.5228836050089207,0.8049368891002493,2.017223065870343
Ds575,0.8357453961937784,0.07441784377859641,0.3522468014334062,0.32558213759312626,0.5306108945415459,0.7152827824336012
Ds595,0.7084187317569697,0.05879547617308233,0.2683044254287797,0.3053772381304078,0.4125821156301233,0.5791947206343061
